Index,Speaker,Section,Scene,Category,Character,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
561,LAURA,Part One,6,Dialogue,JESTER,No. ,4,neutral,0.70285875,0.03121056,0.1064915,0.1132881,0.0053348877,0.70285875,0.03552762,0.005288656
562,MARISHA,Part One,6,Dialogue,BEAU,Okay. ,4,neutral,0.40931255,0.22354643,0.20575903,0.1097004,0.01577321,0.40931255,0.034511797,0.0013965417
562,MARISHA,Part One,6,Dialogue,BEAU,Okay. ,4,neutral,0.40931255,0.22354643,0.20575903,0.1097004,0.01577321,0.40931255,0.034511797,0.0013965417
562,MARISHA,Part One,6,Dialogue,BEAU,Okay. ,4,neutral,0.40931255,0.22354643,0.20575903,0.1097004,0.01577321,0.40931255,0.034511797,0.0013965417
563,LAURA,Part One,6,Dialogue,JESTER,"No, I'm not superstitious at all. ",2,fear,0.6902132,0.0105474265,0.03698619,0.6902132,0.005967652,0.22249007,0.010331043,0.023464425
564,MARISHA,Part One,6,Dialogue,BEAU,You-- sure. ,0,anger,0.33213407,0.33213407,0.24029905,0.03718115,0.06956293,0.15808037,0.055149145,0.10759322
565,LAURA,Part One,6,Dialogue,JESTER,Why? ,6,surprise,0.7394231,0.06812734,0.014372895,0.09516894,0.002812288,0.074515134,0.005580266,0.7394231
566,MARISHA,Part One,6,Dialogue,BEAU,"I mean, what he was working in was-- he was doing a little like-- he-- he's a smart guy. ",4,neutral,0.39906934,0.09802395,0.39396837,0.010481314,0.041957207,0.39906934,0.0069581685,0.049541697
567,MARISHA,Part One,6,Dialogue,BEAU,He's a smart guy. ,4,neutral,0.7877376,0.026219169,0.13177226,0.00730724,0.035062943,0.7877376,0.0043591796,0.0075415224
583,LIAM,Part One,6,Dialogue,CALEB,"Also, for the record, there was nothing magic about that. Maybe he's good at reading people, but that was not magic. ",4,neutral,0.87697697,0.012883297,0.07162786,0.015452449,0.0017708743,0.87697697,0.0073543256,0.013934174
584,SAM,Part One,6,Dialogue,NOTT,Caleb knows everything about magic. He's been even teaching me some. He's real good. You should see him-- ,4,neutral,0.8249438,0.03129096,0.07528307,0.028737787,0.026002912,0.8249438,0.0047766576,0.008964806
585,LIAM,Part One,6,Dialogue,CALEB,Nott-- ,4,neutral,0.36465675,0.11196557,0.09245275,0.33262137,0.020688666,0.36465675,0.06503801,0.012576869
586,LAURA,Part One,6,Dialogue,JESTER,"Caleb, are you going to go the Academy? ",2,fear,0.69489413,0.053790405,0.009151214,0.69489413,0.008938675,0.10687849,0.022459598,0.103887446
587,LIAM,Part One,6,Dialogue,CALEB,(strained laugh) That's silly. ,3,joy,0.9338232,0.00900576,0.011216411,0.0018417336,0.9338232,0.03606955,0.004367718,0.003675584
588,SAM,Part One,6,Dialogue,NOTT,He could if he wanted to. He's really good at magic. He can make a cat appear and disappear whenever he wants. ,4,neutral,0.9241198,0.017750202,0.024690887,0.01580589,0.0055304947,0.9241198,0.0051916363,0.006911178
589,LAURA,Part One,6,Dialogue,JESTER,Really? A cat? ,6,surprise,0.8829936,0.031056723,0.039957736,0.015901634,0.001999115,0.025358593,0.0027326227,0.8829936
590,LIAM,Part One,6,Dialogue,CALEB,(snaps) ,4,neutral,0.59795004,0.08526534,0.10155715,0.15916969,0.013388196,0.59795004,0.02674753,0.015922073
592,MARISHA,Part One,6,Dialogue,BEAU,"Oh, shit! What's his name? ",6,surprise,0.48984024,0.1741695,0.27964586,0.024447879,0.0040165996,0.013515433,0.014364523,0.48984024
593,LAURA,Part One,6,Dialogue,JESTER,Or her name! ,4,neutral,0.44984984,0.25479832,0.044115223,0.16349034,0.016938979,0.44984984,0.013629727,0.057177525
594,LIAM,Part One,6,Dialogue,CALEB,"Well, it is a he. This is my cat Frumpkin. ",4,neutral,0.86503845,0.017817853,0.09003786,0.006967143,0.008040172,0.86503845,0.005719,0.0063795554
595,LIAM,Part One,6,Dialogue,CALEB,"Frumpkin, yes. ",4,neutral,0.53326064,0.040679544,0.29842314,0.08939378,0.010530466,0.53326064,0.021935,0.0057773623
596,LAURA,Part One,6,Dialogue,JESTER,Aw! Can I call him Lumpy? ,6,surprise,0.37057045,0.12539467,0.11859303,0.11750043,0.008932359,0.043675423,0.21533364,0.37057045
597,LIAM,Part One,6,Dialogue,CALEB,You can call him Frumpkin. ,4,neutral,0.93858624,0.017712584,0.0202753,0.011551552,0.004556104,0.93858624,0.004131501,0.0031867323
598,LAURA,Part One,6,Dialogue,JESTER,Look at this Lumpy! ,1,disgust,0.63193834,0.24204089,0.63193834,0.04139271,0.009924228,0.027044056,0.009259656,0.03840011
603,SAM,Part One,6,Dialogue,NOTT,"That's not all he can do. Caleb, tell them all the stuff you can do. It's really impressive! ",6,surprise,0.6088535,0.052461237,0.06641194,0.015462553,0.027840136,0.22487617,0.00409447,0.6088535
604,LIAM,Part One,6,Dialogue,CALEB,"You know, sometimes less is more. ",4,neutral,0.8357454,0.027340014,0.10061051,0.019795213,0.0021570195,0.8357454,0.009519042,0.004832768
605,LAURA,Part One,6,Dialogue,JESTER,"I can do things, too. ",4,neutral,0.70048535,0.09312767,0.064152084,0.08014283,0.038374875,0.70048535,0.020802477,0.002914606
606,SAM,Part One,6,Dialogue,NOTT,With magic? ,4,neutral,0.36674383,0.05625981,0.010076212,0.20676298,0.016696818,0.36674383,0.0042187045,0.33924165
607,LAURA,Part One,6,Dialogue,JESTER,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
607,LAURA,Part One,6,Dialogue,JESTER,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
607,LAURA,Part One,6,Dialogue,JESTER,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
607,LAURA,Part One,6,Dialogue,JESTER,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
607,LAURA,Part One,6,Dialogue,JESTER,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
608,SAM,Part One,6,Dialogue,NOTT,Like what? ,4,neutral,0.58860123,0.13284533,0.07620546,0.12534346,0.010662196,0.58860123,0.00621227,0.060130034
609,LAURA,Part One,6,Dialogue,JESTER,Like-- ,4,neutral,0.54366237,0.083214715,0.09510597,0.23117907,0.008967311,0.54366237,0.029947992,0.007922593
610,SAM,Part One,6,Dialogue,NOTT,"Not to me, not to me! ",0,anger,0.5260912,0.5260912,0.044048484,0.38399482,0.0029671532,0.025009565,0.012523484,0.005365194
611,LAURA,Part One,6,Dialogue,JESTER,"Like-- oh, gosh. Okay. ",2,fear,0.55753005,0.06514204,0.19335069,0.55753005,0.020283643,0.045488976,0.09808822,0.020116398
614,TRAVIS,Part One,6,Dialogue,FJORD,"Jester, don't you remember us talking about keeping a low profile? ",1,disgust,0.3630686,0.18570594,0.3630686,0.07020101,0.0022605439,0.22069095,0.014997719,0.14307515
615,LAURA,Part One,6,Dialogue,JESTER,You're right. I'm sorry. ,5,sadness,0.5547453,0.028153097,0.09434186,0.16675456,0.0062945005,0.13181174,0.5547453,0.017898962
619,LAURA,Part One,6,Dialogue,JESTER,Ta-da! ,3,joy,0.30059066,0.22250503,0.04575119,0.12987766,0.30059066,0.24485636,0.021007635,0.035411503
620,MARISHA,Part One,6,Dialogue,BEAU,Yeah! Yeah! ,0,anger,0.37785557,0.37785557,0.21383202,0.077363156,0.14934973,0.06480849,0.017061982,0.09972894
621,LAURA,Part One,6,Dialogue,JESTER,Come see me tonight at the carnival! I'm really good! ,3,joy,0.9711413,0.004760099,0.0014123617,0.005837197,0.9711413,0.010426068,0.0019616603,0.004461278
625,MARISHA,Part One,6,Dialogue,BEAU,"Hey, buddy. Look at this kitty! I think he likes me. ",1,disgust,0.29169574,0.16280542,0.29169574,0.021809867,0.2536917,0.23961608,0.012646043,0.017735079
626,LIAM,Part One,6,Dialogue,CALEB,"Sure, right now he likes you. ",3,joy,0.39462698,0.09182624,0.09320243,0.009712065,0.39462698,0.39453828,0.011169208,0.004924842
627,MARISHA,Part One,6,Dialogue,BEAU,Is this a real cat? Or is this a fake cat? ,4,neutral,0.6162148,0.059595212,0.11151158,0.08339802,0.0025421423,0.6162148,0.008525478,0.11821271
628,LIAM,Part One,6,Dialogue,CALEB,"What do you mean, a fake cat? ",6,surprise,0.39503452,0.27530488,0.20487979,0.046487737,0.004184032,0.064321235,0.009787831,0.39503452
629,MARISHA,Part One,6,Dialogue,BEAU,Like a magic cat. ,4,neutral,0.580617,0.037411366,0.04314779,0.15469517,0.12459727,0.580617,0.008484082,0.05104737
630,LIAM,Part One,6,Dialogue,CALEB,He's both a real cat and a magic cat. ,4,neutral,0.92466825,0.012423008,0.022173772,0.006269547,0.008679495,0.92466825,0.0027237064,0.023062173
631,MARISHA,Part One,6,Dialogue,BEAU,Is he an illusion cat? ,4,neutral,0.5183787,0.061604936,0.121199526,0.07885425,0.0027711454,0.5183787,0.008914971,0.20827653
632,LIAM,Part One,6,Dialogue,CALEB,Do you feel him? ,1,disgust,0.42887276,0.07354766,0.42887276,0.25112787,0.006700741,0.17262597,0.035178024,0.031947024
633,TRAVIS,Part One,6,Dialogue,FJORD,Could you put him over there? ,6,surprise,0.2614555,0.17509069,0.108702116,0.17400704,0.0037921253,0.2586607,0.018291825,0.2614555
634,MARISHA,Part One,6,Dialogue,BEAU,Are you allergic to Frumpkins? Oh no! ,6,surprise,0.2825142,0.18885489,0.23636103,0.19430974,0.0060748877,0.07394216,0.017943123,0.2825142
635,LAURA,Part One,6,Dialogue,JESTER,But he's a magic cat. How can you be allergic to magic cats? ,4,neutral,0.6998888,0.051977742,0.059531398,0.04808906,0.0041001835,0.6998888,0.008576048,0.12783676
636,TRAVIS,Part One,6,Dialogue,FJORD,I'm pretty sure he's a real fucking cat. ,1,disgust,0.6830544,0.25813425,0.6830544,0.013032464,0.0038472668,0.030553913,0.006262576,0.005115173
637,MARISHA,Part One,6,Dialogue,BEAU,He's one of those hypoallergenic magic cats. ,4,neutral,0.9151141,0.010135856,0.01961404,0.0049926634,0.013765145,0.9151141,0.0031546517,0.033223536
642,LIAM,Part One,6,Dialogue,CALEB,Shit. ,1,disgust,0.7171458,0.2537789,0.7171458,0.0078497445,0.0014132467,0.006402885,0.0068879686,0.006521414
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
643,LIAM,Part One,6,Dialogue,CALEB,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
644,SAM,Part One,6,Dialogue,NOTT,"Well, you're both magic-users, then. And so is the larger fellow? ",4,neutral,0.89650524,0.016662776,0.051155455,0.010716308,0.0021983162,0.89650524,0.002724988,0.020036891
645,TRAVIS,Part One,6,Dialogue,FJORD,"Well, I mean, a little. ",4,neutral,0.4504487,0.037958734,0.38788393,0.082650915,0.0152795315,0.4504487,0.02078889,0.0049893325
646,LAURA,Part One,6,Dialogue,JESTER,"Yeah, I mean, he's learning. He's getting really good at it. ",4,neutral,0.73255026,0.04845976,0.16246453,0.011066364,0.031879738,0.73255026,0.008042152,0.0055371146
647,TRAVIS,Part One,6,Dialogue,FJORD,Trying to learn more. ,2,fear,0.48826998,0.060327083,0.028932298,0.48826998,0.0040581217,0.24232613,0.17185342,0.004232968
648,LAURA,Part One,6,Dialogue,JESTER,"Yeah, you should have seen him. He disguised himself the other day, and it was like, (clicks tongue). ",4,neutral,0.44714367,0.055459086,0.43345168,0.018115366,0.0038443794,0.44714367,0.009075388,0.032910433
649,TRAVIS,Part One,6,Dialogue,FJORD,"Thanks, Jester. She's better at it than I am. We're trying to make our way up to the Academy to get a little bit more learning done. ",4,neutral,0.92774546,0.013577191,0.018006535,0.0080942465,0.02042438,0.92774546,0.006455045,0.0056972103
650,LAURA,Part One,6,Dialogue,JESTER,"Well, he's going to learn. I'm not going to go to the Academy. ",4,neutral,0.7597987,0.029358286,0.10665789,0.04119005,0.008309331,0.7597987,0.052166935,0.002518796
651,MARISHA,Part One,6,Dialogue,BEAU,"Man, this Academy place keeps getting brought up. ",1,disgust,0.6471223,0.08714283,0.6471223,0.0048149773,0.008019866,0.03732194,0.0260562,0.18952192
652,TRAVIS,Part One,6,Dialogue,FJORD,"Well yeah, it's the place to be. ",4,neutral,0.8089138,0.03043099,0.11506204,0.0071792933,0.024759209,0.8089138,0.0115525285,0.0021020942
653,MARISHA,Part One,6,Dialogue,BEAU,Okay. ,4,neutral,0.40931255,0.22354643,0.20575903,0.1097004,0.01577321,0.40931255,0.034511797,0.0013965417
653,MARISHA,Part One,6,Dialogue,BEAU,Okay. ,4,neutral,0.40931255,0.22354643,0.20575903,0.1097004,0.01577321,0.40931255,0.034511797,0.0013965417
653,MARISHA,Part One,6,Dialogue,BEAU,Okay. ,4,neutral,0.40931255,0.22354643,0.20575903,0.1097004,0.01577321,0.40931255,0.034511797,0.0013965417
654,SAM,Part One,6,Dialogue,NOTT,"I'm sorry, what Academy are we talking about? ",2,fear,0.2941114,0.068652846,0.13861576,0.2941114,0.002910969,0.24187206,0.08573324,0.16810374
655,TRAVIS,Part One,6,Dialogue,FJORD,Solstryce Academy. You know. ,4,neutral,0.82898176,0.032868512,0.07675556,0.033578705,0.013160364,0.82898176,0.008193175,0.0064619165
659,LIAM,Part One,6,Dialogue,CALEB,It's a very fancy place. ,4,neutral,0.613978,0.014757061,0.08215151,0.025771907,0.22519763,0.613978,0.0064446284,0.03169922
660,TRAVIS,Part One,6,Dialogue,FJORD,You know it. ,4,neutral,0.51640093,0.13331077,0.25711942,0.06420944,0.009994024,0.51640093,0.014416303,0.00454903
661,LIAM,Part One,6,Dialogue,CALEB,I have heard of it. ,4,neutral,0.87628084,0.015113073,0.027650656,0.0441052,0.011119393,0.87628084,0.0065223873,0.01920844
662,TRAVIS,Part One,6,Dialogue,FJORD,And you have arcane talents as well. ,4,neutral,0.956838,0.0074200043,0.008858155,0.0046192715,0.0041643796,0.956838,0.0027040436,0.015396093
663,LIAM,Part One,6,Dialogue,CALEB,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
663,LIAM,Part One,6,Dialogue,CALEB,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
663,LIAM,Part One,6,Dialogue,CALEB,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
663,LIAM,Part One,6,Dialogue,CALEB,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
663,LIAM,Part One,6,Dialogue,CALEB,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
664,LAURA,Part One,6,Dialogue,JESTER,How long have you had yours? ,4,neutral,0.74317515,0.04507884,0.03029506,0.11342397,0.002296383,0.74317515,0.015993392,0.04973723
665,LIAM,Part One,6,Dialogue,CALEB,"That's a tricky question. I studied when I was younger, and then I gave it up for a while. I picked it up again recently. It's all book-learned. ",4,neutral,0.9129222,0.021097433,0.03331039,0.016835809,0.0027107517,0.9129222,0.0057953373,0.0073279687
666,LAURA,Part One,6,Dialogue,JESTER,"Wow, that's cool. ",6,surprise,0.7904939,0.009384019,0.010115599,0.014561158,0.133463,0.03976691,0.002215379,0.7904939
667,MARISHA,Part One,6,Dialogue,BEAU,This was a good way to go for your first. ,3,joy,0.7468783,0.00934341,0.013384545,0.027812885,0.7468783,0.19400379,0.003203539,0.005373608
668,LAURA,Part One,6,Dialogue,JESTER,A frickin' cat! ,0,anger,0.7497416,0.7497416,0.18252443,0.022798598,0.007593455,0.015699835,0.011168185,0.010473777
669,MARISHA,Part One,6,Dialogue,BEAU,"This is kind of therapeutic. Making me feel better, just about life in general. ",4,neutral,0.46722755,0.017715935,0.10995445,0.040154498,0.3254006,0.46722755,0.031206433,0.008340548
670,TRAVIS,Part One,6,Dialogue,FJORD,(sneezes) ,4,neutral,0.40309098,0.07581438,0.29760954,0.11221942,0.019983316,0.40309098,0.07880638,0.012475999
671,MARISHA,Part One,6,Dialogue,BEAU,All right. ,4,neutral,0.56556594,0.2355384,0.12634033,0.027116578,0.024512667,0.56556594,0.018955993,0.0019701861
671,MARISHA,Part One,6,Dialogue,BEAU,All right. ,4,neutral,0.56556594,0.2355384,0.12634033,0.027116578,0.024512667,0.56556594,0.018955993,0.0019701861
671,MARISHA,Part One,6,Dialogue,BEAU,All right. ,4,neutral,0.56556594,0.23553833,0.12634036,0.02711658,0.02451267,0.56556594,0.018955993,0.0019701868
672,SAM,Part One,6,Dialogue,NOTT,"He reads lots of books, Caleb does. He's very smart. In fact, should we go looking for more right now? ",4,neutral,0.89155304,0.014777709,0.06012606,0.014851735,0.004390872,0.89155304,0.003710221,0.010590376
673,LIAM,Part One,6,Dialogue,CALEB,Maybe in a little while. ,4,neutral,0.9096597,0.01392689,0.01725599,0.03685701,0.0076704524,0.9096597,0.0055382526,0.009091781
674,LAURA,Part One,6,Dialogue,JESTER,Can I see one of your books? ,4,neutral,0.7060087,0.021874802,0.04760639,0.059110664,0.012129289,0.7060087,0.0049171895,0.14835306
678,LIAM,Part One,6,Dialogue,CALEB,"I have these, but these are heirlooms, family heirlooms, so I don't share those, but-- no, I like to read. That's all. And I'm a bit of a self-starter, so I have to find-- I mean, good luck at the Academy. That's rough, I hear. ",4,neutral,0.69275355,0.018832052,0.10316924,0.017345615,0.14330694,0.69275355,0.019573754,0.005018937
679,TRAVIS,Part One,6,Dialogue,FJORD,Do you know anything about it? We're just going up. Beginner's luck. ,4,neutral,0.92864394,0.015238177,0.017026177,0.018382773,0.0040410734,0.92864394,0.0053887614,0.0112791
680,LAURA,Part One,6,Dialogue,JESTER,We know it's rich people that go there. We have to find a way to get you in. ,4,neutral,0.9319493,0.01267816,0.021656752,0.004732811,0.013133556,0.9319493,0.0057806913,0.010068739
681,LIAM,Part One,6,Dialogue,CALEB,All I know is how hard it is to get into. ,1,disgust,0.3161386,0.042229805,0.3161386,0.17756805,0.0021312328,0.24192505,0.16569023,0.054317072
682,SAM,Part One,6,Dialogue,NOTT,"You don't have a lot of money, then? ",4,neutral,0.5110887,0.047507126,0.19108851,0.024912314,0.0026506302,0.5110887,0.009284363,0.21346837
683,LAURA,Part One,6,Dialogue,JESTER,Well. ,4,neutral,0.7709672,0.031843867,0.0925898,0.061112463,0.008413234,0.7709672,0.030871069,0.004202355
684,TRAVIS,Part One,6,Dialogue,FJORD,No. ,4,neutral,0.70285875,0.03121056,0.1064915,0.1132881,0.0053348877,0.70285875,0.03552762,0.005288656
684,TRAVIS,Part One,6,Dialogue,FJORD,No. ,4,neutral,0.70285875,0.03121056,0.1064915,0.1132881,0.0053348877,0.70285875,0.03552762,0.005288656
684,TRAVIS,Part One,6,Dialogue,FJORD,No. ,4,neutral,0.70285875,0.03121056,0.1064915,0.1132881,0.0053348877,0.70285875,0.03552762,0.005288656
685,LAURA,Part One,6,Dialogue,JESTER,We had more. ,4,neutral,0.93549335,0.009795501,0.015169603,0.0062517384,0.0051803566,0.93549335,0.009374871,0.018734613
686,MARISHA,Part One,6,Dialogue,BEAU,"But then we lost it, but then we got it back. ",4,neutral,0.52112854,0.12473354,0.17760932,0.09104125,0.0051028607,0.52112854,0.044099685,0.03628474
687,TRAVIS,Part One,6,Dialogue,FJORD,Somebody has a gambling problem. ,1,disgust,0.55534214,0.17575938,0.55534214,0.013050899,0.0038989708,0.20435646,0.03735428,0.010237841
688,SAM,Part One,6,Dialogue,NOTT,Oh. Which one? ,4,neutral,0.39867553,0.052175973,0.04399396,0.102420226,0.006175225,0.39867553,0.007230255,0.38932884
691,LAURA,Part One,6,Dialogue,JESTER,Have you played it? ,4,neutral,0.74335086,0.04057871,0.031090293,0.11258789,0.0036908728,0.74335086,0.010922122,0.057779256
692,SAM,Part One,6,Dialogue,NOTT,"No, I haven't. ",4,neutral,0.517441,0.06597657,0.1471749,0.20661643,0.0048578666,0.517441,0.049370874,0.008562349
693,LAURA,Part One,6,Dialogue,JESTER,I'll teach you someday. It's so much fun. ,3,joy,0.9541267,0.0035093059,0.005176225,0.0045307777,0.9541267,0.026866566,0.003836227,0.0019541695
694,SAM,Part One,6,Dialogue,NOTT,It's a game? ,6,surprise,0.7879667,0.03188446,0.020027751,0.031822998,0.0066547533,0.11810369,0.0035395445,0.7879667
695,LAURA,Part One,6,Dialogue,JESTER,Yes. ,4,neutral,0.68691033,0.037789013,0.1008075,0.13154316,0.005331521,0.68691033,0.035036452,0.002582112
695,LAURA,Part One,6,Dialogue,JESTER,Yes. ,4,neutral,0.68691033,0.03778901,0.10080748,0.13154314,0.0053315195,0.68691033,0.035036452,0.0025821116
696,SAM,Part One,6,Dialogue,NOTT,Cards? All right. I might like to know that. ,4,neutral,0.8064974,0.035105035,0.07565005,0.0055269245,0.06545412,0.8064974,0.0075606764,0.004205834
697,LAURA,Part One,6,Dialogue,JESTER,"I mean, I can teach you, if you want. ",4,neutral,0.58586097,0.1349916,0.17744769,0.028806992,0.055753693,0.58586097,0.015632635,0.0015064339
698,SAM,Part One,6,Dialogue,NOTT,"Yes, I would like to know that. ",4,neutral,0.28933835,0.14500768,0.15655993,0.05218104,0.1038695,0.28933835,0.24984498,0.0031985573
699,LAURA,Part One,6,Dialogue,JESTER,"Okay, I'll deal! ",0,anger,0.7569584,0.7569584,0.08840564,0.058915466,0.015492038,0.06872052,0.010177757,0.001330147
700,SAM,Part One,6,Dialogue,NOTT,"Oh, right now? ",4,neutral,0.50529855,0.11813526,0.21795776,0.11031519,0.016314724,0.50529855,0.026191697,0.005786744
701,LAURA,Part One,6,Dialogue,JESTER,"Yes, sure, this will be fun. ",3,joy,0.9233137,0.008548867,0.016230661,0.0025456508,0.9233137,0.04337183,0.0044858335,0.0015034386
702,SAM,Part One,6,Dialogue,NOTT,Is this okay? ,2,fear,0.4504966,0.12953049,0.051268484,0.4504966,0.0065795225,0.32538867,0.029995108,0.006741032
703,LIAM,Part One,6,Dialogue,CALEB,"Listen, I would not be sitting here if it were not for you. Do whatever you like. ",4,neutral,0.60410625,0.22040685,0.07672476,0.06896004,0.0071056727,0.60410625,0.020680448,0.0020159988
704,LAURA,Part One,6,Dialogue,JESTER,"Okay. You draw three cards. Well, I give you three cards. ",4,neutral,0.8153961,0.07159231,0.08229229,0.013153166,0.007039225,0.8153961,0.008444365,0.0020825833
711,LAURA,Part One,6,Dialogue,JESTER,So first you have to ante up. How much coin do you want to put in? ,4,neutral,0.80255806,0.040302932,0.06683207,0.06689717,0.0028326204,0.80255806,0.0059189782,0.0146581875
712,SAM,Part One,6,Dialogue,NOTT,I'm out. ,2,fear,0.44100943,0.061128587,0.08129951,0.44100943,0.0046359794,0.1733406,0.22861813,0.009967717
712,SAM,Part One,6,Dialogue,NOTT,I'm out. ,2,fear,0.44100943,0.061128587,0.08129951,0.44100943,0.0046359794,0.1733406,0.22861813,0.009967717
714,LIAM,Part One,6,Dialogue,CALEB,It's all right. I will front some coin for you to play this game. ,4,neutral,0.89524025,0.04172767,0.027603474,0.0046322583,0.024174199,0.89524025,0.0051839263,0.0014382275
715,LAURA,Part One,6,Dialogue,JESTER,"Oh, great! How much do you want to front him? ",3,joy,0.27976006,0.2500027,0.103846885,0.06966318,0.27976006,0.21842578,0.0107552,0.06754623
716,LIAM,Part One,6,Dialogue,CALEB,I will give you a silver piece. ,4,neutral,0.8475466,0.038373664,0.015901249,0.01048178,0.07689848,0.8475466,0.0064360877,0.0043620793
717,LAURA,Part One,6,Dialogue,JESTER,"A silver. Okay, this is great. ",3,joy,0.7139594,0.010561729,0.03705434,0.0047996603,0.7139594,0.22479229,0.0031889863,0.0056436304
718,SAM,Part One,6,Dialogue,NOTT,"Thank you, Caleb. Thank you. ",3,joy,0.52423596,0.025958108,0.01168845,0.007149219,0.52423596,0.39090595,0.008799702,0.031262595
719,LIAM,Part One,6,Dialogue,CALEB,Wish I had more. ,5,sadness,0.6004432,0.014664066,0.07526633,0.109000415,0.0060719713,0.1779622,0.6004432,0.01659176
723,LAURA,Part One,6,Dialogue,JESTER,That's good. Okay. ,4,neutral,0.4220049,0.092746444,0.2571828,0.016123196,0.19409402,0.4220049,0.016418936,0.0014296902
724,MARISHA,Part One,6,Dialogue,BEAU,Don't say 'that's good'. ,1,disgust,0.3043519,0.23801559,0.3043519,0.15353045,0.00804261,0.27282462,0.021128802,0.0021060396
725,LAURA,Part One,6,Dialogue,JESTER,Bluffing. How do you know I wasn't? ,0,anger,0.6842813,0.6842813,0.1959388,0.015536772,0.002590407,0.02947025,0.013360942,0.058821548
750,LAURA,Part One,6,Dialogue,JESTER,"Okay. So the best hand you can get is three of a kind. Then, after that, it's a straight. A high straight. Then a low straight. Then it's if you get all evens, or if you get all odds, then it's two of a kind, then it's nothing, it's just high card. Okay, but now we put in a second amount, because you can up the ante, and you get one more card. ",4,neutral,0.9459748,0.0152535,0.023527848,0.0045119408,0.004086658,0.9459748,0.0024333608,0.004211925
751,SAM,Part One,6,Dialogue,NOTT,I'm out. ,2,fear,0.44100943,0.061128587,0.08129951,0.44100943,0.0046359794,0.1733406,0.22861813,0.009967717
751,SAM,Part One,6,Dialogue,NOTT,I'm out. ,2,fear,0.44100943,0.061128587,0.08129951,0.44100943,0.0046359794,0.1733406,0.22861813,0.009967717
752,LAURA,Part One,6,Dialogue,JESTER,"No, but wait, wait, wait. You can put in more money, and then I deal you a different card. ",4,neutral,0.7889658,0.04130146,0.053093586,0.09420038,0.006432293,0.7889658,0.010092689,0.0059137736
753,LAURA,Part One,6,Dialogue,JESTER,"You get to give a card back, and then I deal you another card. ",4,neutral,0.77626044,0.102782495,0.08662215,0.012079479,0.0095085185,0.77626044,0.0073503787,0.0053966474
754,SAM,Part One,6,Dialogue,NOTT,"Should I? Caleb, do you have any more? ",4,neutral,0.33100516,0.11904701,0.07527813,0.32259992,0.0023245201,0.33100516,0.036470722,0.113274485
755,LIAM,Part One,6,Dialogue,CALEB,"Because you saved my life yesterday, you may have one more silver piece. ",4,neutral,0.7280034,0.01593784,0.0059580617,0.00991313,0.22217415,0.7280034,0.0055420795,0.012471355
